feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23
0.864,0.068,0.036,0.046,0.032,0.044,0.03,0.044,0.544,2.088,0.872,1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098
0.068,0.036,0.046,0.032,0.044,0.03,0.044,0.544,2.088,0.872,1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238
0.036,0.046,0.032,0.044,0.03,0.044,0.544,2.088,0.872,1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048
0.046,0.032,0.044,0.03,0.044,0.544,2.088,0.872,1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044
0.032,0.044,0.03,0.044,0.544,2.088,0.872,1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036
0.044,0.03,0.044,0.544,2.088,0.872,1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032
0.03,0.044,0.544,2.088,0.872,1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034
0.044,0.544,2.088,0.872,1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042
0.544,2.088,0.872,1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036
2.088,0.872,1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854
0.872,1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542
1.966,1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316
1.412,1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036
1.422,0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118
0.586,0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208
0.948,0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278
0.38,0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666
0.828,0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56
0.342,1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79
1.488,1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27
1.466,1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192
1.42,0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386
0.378,1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744
1.098,0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428
0.238,0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196
0.048,0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218
0.044,0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1
0.036,0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072
0.032,0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052
0.034,0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044
0.042,0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044
0.036,1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044
1.854,1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042
1.542,0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966
0.316,0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634
0.036,0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744
0.118,3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572
3.208,1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59
1.278,0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808
0.666,0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736
0.56,0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71
0.79,2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07
2.27,2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266
2.192,0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722
0.386,0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236
0.744,0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872
0.428,1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37
1.196,0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214
0.218,0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56
0.1,0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36
0.072,0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288
0.052,0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284
0.044,0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236
0.044,0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206
0.044,0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376
0.042,0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124
0.966,2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036
2.634,0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498
0.744,0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048
0.572,0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87
0.59,0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908
0.808,1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5
1.736,2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916
2.71,2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978
2.07,1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1
1.266,1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114
1.722,2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046
2.236,0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464
0.872,0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398
0.37,0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744
0.214,0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168
0.56,0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09
0.36,0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298
0.288,0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11
0.284,0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07
0.236,0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042
0.206,0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036
0.376,0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038
0.124,0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038
0.036,0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038
0.498,1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038
1.048,1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558
1.87,1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69
1.908,0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756
0.5,0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014
0.916,1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736
1.978,2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894
2.1,0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97
0.114,0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86
0.046,0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056
0.464,0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992
0.398,0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548
0.744,1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92
1.168,1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2
1.09,0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698
0.298,0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734
0.11,0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378
0.07,0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382
0.042,0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124
0.036,0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03
0.038,0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024
0.038,0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016
0.038,0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028
0.038,0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028
0.558,3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57
3.69,2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514
2.756,1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802
1.014,0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302
0.736,1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392
1.894,2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496
2.97,1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024
1.86,2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204
2.056,0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918
0.992,1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328
1.548,1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058
1.92,0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206
0.2,0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524
0.698,1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368
1.734,0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512
0.378,0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172
0.382,0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15
0.124,0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122
0.03,0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026
0.024,0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012
0.016,0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028
0.028,0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014
0.028,0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028
0.57,1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014
1.514,0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028
0.802,0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694
0.302,0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576
0.392,0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344
0.496,0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556
0.024,1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556,0.888
1.204,0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556,0.888,0.366
0.918,0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556,0.888,0.366,0.534
0.328,1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556,0.888,0.366,0.534,0.916
1.058,2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556,0.888,0.366,0.534,0.916,1.652
2.206,1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556,0.888,0.366,0.534,0.916,1.652,1.104
1.524,0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556,0.888,0.366,0.534,0.916,1.652,1.104,2.39
0.368,0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556,0.888,0.366,0.534,0.916,1.652,1.104,2.39,1.672
0.512,0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556,0.888,0.366,0.534,0.916,1.652,1.104,2.39,1.672,2.424
0.172,0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556,0.888,0.366,0.534,0.916,1.652,1.104,2.39,1.672,2.424,0.314
0.15,0.122,0.026,0.012,0.028,0.014,0.028,0.014,0.028,0.694,2.576,0.344,0.556,0.888,0.366,0.534,0.916,1.652,1.104,2.39,1.672,2.424,0.314,0.188
